day,dayOfWeek,postLength,mediaType,postingTime,impressions
8,Sunday,750,video,morning,1188
9,Monday,750,video,morning,6103
10,Tuesday,750,video,morning,19456
11,Wednesday,750,video,morning,13915
12,Thursday,750,video,morning,28036
13,Friday,750,video,morning,11480
14,Saturday,750,video,morning,2910
15,Sunday,750,video,morning,39004
16,Monday,750,video,morning,61095
17,Tuesday,750,video,morning,5464
18,Wednesday,750,video,morning,25297
19,Thursday,750,video,morning,2406
20,Friday,750,video,morning,7718
21,Saturday,750,video,morning,9687
22,Sunday,750,video,morning,28717
23,Monday,750,video,morning,6395
24,Tuesday,750,video,morning,3135
25,Wednesday,750,video,morning,40415
26,Thursday,750,video,morning,13732
27,Friday,750,video,morning,14459
28,Saturday,750,video,morning,28584
29,Sunday,750,video,morning,11748
30,Monday,750,video,morning,49518
1,Sunday,750,video,morning,11403
2,Monday,750,video,morning,2584
3,Tuesday,750,video,morning,23734
4,Wednesday,750,video,morning,31699
5,Thursday,750,video,morning,5389
6,Friday,750,video,morning,13948
7,Saturday,750,video,morning,3810
8,Sunday,750,video,morning,20478
9,Monday,750,video,morning,5220
10,Tuesday,750,video,morning,29223
11,Wednesday,750,video,morning,1285
12,Thursday,750,video,morning,20199
13,Friday,750,video,morning,18529
14,Saturday,750,video,morning,14088
15,Sunday,750,video,morning,42949
16,Monday,750,video,morning,5583
17,Tuesday,750,video,morning,1065
18,Wednesday,750,video,morning,4248
19,Thursday,750,video,morning,22784
20,Friday,750,video,morning,21528
21,Saturday,750,video,morning,6213
22,Sunday,750,video,morning,38757
23,Monday,750,video,morning,23884
24,Tuesday,750,video,morning,2323
25,Wednesday,750,video,morning,9939
26,Thursday,750,video,morning,6242
27,Friday,750,video,morning,2818
28,Saturday,750,video,morning,5311
29,Sunday,750,video,morning,26307
30,Monday,750,video,morning,3295
1,Sunday,750,video,morning,2284
2,Monday,750,video,morning,62564
3,Tuesday,750,video,morning,21522
4,Wednesday,750,video,morning,31356
5,Thursday,750,video,morning,13440
6,Friday,750,video,morning,12807
7,Saturday,750,video,morning,14416
8,Sunday,750,video,morning,2908
9,Monday,750,video,morning,14621
10,Tuesday,750,video,morning,18678
11,Wednesday,750,video,morning,19535
12,Thursday,750,video,morning,12011
13,Friday,750,video,morning,7957
14,Saturday,750,video,morning,6296
15,Sunday,750,video,morning,2016
16,Monday,750,video,morning,51742
17,Tuesday,750,video,morning,4199
18,Wednesday,750,video,morning,14567
19,Thursday,750,video,morning,11649
20,Friday,750,video,morning,48470
21,Saturday,750,video,morning,8843
22,Sunday,750,video,morning,5056
23,Monday,750,video,morning,6123
24,Tuesday,750,video,morning,21839
25,Wednesday,750,video,morning,6208
26,Thursday,750,video,morning,3022
27,Friday,750,video,morning,7034
28,Saturday,750,video,morning,18995
29,Sunday,750,video,morning,16995
30,Monday,750,video,morning,28090
1,Sunday,750,video,morning,15044
2,Monday,750,video,morning,6737
3,Tuesday,750,video,morning,5367
4,Wednesday,750,video,morning,86545
5,Thursday,750,video,morning,9685
6,Friday,750,video,morning,11781
7,Saturday,750,video,morning,9869
8,Sunday,750,video,morning,18201
9,Monday,750,video,morning,20253
10,Tuesday,750,video,morning,28609
11,Wednesday,750,video,morning,17350
12,Thursday,750,video,morning,10771
13,Friday,750,video,morning,5072
14,Saturday,750,video,morning,2457
15,Sunday,750,video,morning,46474
16,Monday,750,video,morning,5265
17,Tuesday,750,video,morning,23805
18,Wednesday,750,video,morning,31230
19,Thursday,750,video,morning,2449
20,Friday,750,video,morning,17463
21,Saturday,750,video,morning,1828
22,Sunday,750,video,morning,23868
23,Monday,750,video,morning,7000
24,Tuesday,750,video,morning,1083
25,Wednesday,750,video,morning,3274
26,Thursday,750,video,morning,13170
27,Friday,750,video,morning,26919
28,Saturday,750,video,morning,35339
29,Sunday,750,video,morning,6453
30,Monday,750,video,morning,11615
1,Sunday,750,video,morning,69312
2,Monday,750,video,morning,250
3,Tuesday,750,video,morning,12814
4,Wednesday,750,video,morning,76478
5,Thursday,750,video,morning,24723
6,Friday,750,video,morning,32184
7,Saturday,750,video,morning,18091
8,Sunday,750,video,morning,15620
9,Monday,750,video,morning,9531
10,Tuesday,750,video,morning,23486
11,Wednesday,750,video,morning,6003
12,Thursday,750,video,morning,62236
13,Friday,750,video,morning,20786
14,Saturday,750,video,morning,13555
15,Sunday,750,video,morning,6978
16,Monday,750,video,morning,1229
17,Tuesday,750,video,morning,11347
18,Wednesday,750,video,morning,27860
19,Thursday,750,video,morning,4084
20,Friday,750,video,morning,31372
21,Saturday,750,video,morning,13181
22,Sunday,750,video,morning,2403
23,Monday,750,video,morning,4966
24,Tuesday,750,video,morning,2214
25,Wednesday,750,video,morning,17335
26,Thursday,750,video,morning,10717
27,Friday,750,video,morning,12196
28,Saturday,750,video,morning,16259
29,Sunday,750,video,morning,33960
30,Monday,750,video,morning,17427
1,Sunday,1000,poll,afternoon,10945
2,Monday,1000,poll,afternoon,19521
3,Tuesday,1000,poll,afternoon,3598
4,Wednesday,1000,poll,afternoon,35577
5,Thursday,1000,poll,afternoon,4300
6,Friday,1000,poll,afternoon,3036
7,Saturday,1000,poll,afternoon,23400
8,Sunday,1000,poll,afternoon,6127
9,Monday,1000,poll,afternoon,39441
10,Tuesday,1000,poll,afternoon,2210
11,Wednesday,1000,poll,afternoon,12756
12,Thursday,1000,poll,afternoon,3589
13,Friday,1000,poll,afternoon,28791
14,Saturday,1000,poll,afternoon,13071
15,Sunday,1000,poll,afternoon,2131
16,Monday,1000,poll,afternoon,2511
17,Tuesday,1000,poll,afternoon,4185
18,Wednesday,1000,poll,afternoon,62537
19,Thursday,1000,poll,afternoon,42928
20,Friday,1000,poll,afternoon,4239
21,Saturday,1000,poll,afternoon,4140
22,Sunday,1000,poll,afternoon,4300
23,Monday,1000,poll,afternoon,31410
24,Tuesday,1000,poll,afternoon,10492
25,Wednesday,1000,poll,afternoon,29458
26,Thursday,1000,poll,afternoon,6777
27,Friday,1000,poll,afternoon,819
28,Saturday,1000,poll,afternoon,35856
29,Sunday,1000,poll,afternoon,13186
30,Monday,1000,poll,afternoon,19891
1,Sunday,750,video,morning,3789
2,Monday,750,video,morning,6933
3,Tuesday,750,video,morning,59518
4,Wednesday,750,video,morning,29053
5,Thursday,750,video,morning,28393
6,Friday,750,video,morning,5931
7,Saturday,750,video,morning,14175
8,Sunday,750,video,morning,5873
9,Monday,750,video,morning,31343
10,Tuesday,750,video,morning,22809
11,Wednesday,750,video,morning,2107
12,Thursday,750,video,morning,324
13,Friday,750,video,morning,2539
14,Saturday,750,video,morning,33834
15,Sunday,750,video,morning,38804
16,Monday,750,video,morning,4575
17,Tuesday,750,video,morning,8425
18,Wednesday,750,video,morning,21636
19,Thursday,750,video,morning,12042
20,Friday,750,video,morning,7788
21,Saturday,750,video,morning,10175
22,Sunday,750,video,morning,29647
23,Monday,750,video,morning,28573
24,Tuesday,750,video,morning,7498
25,Wednesday,750,video,morning,5765
26,Thursday,750,video,morning,39297
27,Friday,750,video,morning,38223
28,Saturday,750,video,morning,27507
29,Sunday,750,video,morning,369
30,Monday,750,video,morning,42015
1,Sunday,750,video,morning,11813
2,Monday,750,video,morning,16763
3,Tuesday,750,video,morning,13321
4,Wednesday,750,video,morning,3569
5,Thursday,750,video,morning,20887
6,Friday,750,video,morning,9644
7,Saturday,750,video,morning,543
8,Sunday,750,video,morning,22014
9,Monday,750,video,morning,5961
10,Tuesday,750,video,morning,35422
11,Wednesday,750,video,morning,1530
12,Thursday,750,video,morning,12387
13,Friday,750,video,morning,4951
14,Saturday,750,video,morning,5241
15,Sunday,750,video,morning,7707
16,Monday,750,video,morning,28767
17,Tuesday,750,video,morning,34821
18,Wednesday,750,video,morning,3805
19,Thursday,750,video,morning,20145
20,Friday,750,video,morning,3139
21,Saturday,750,video,morning,4561
22,Sunday,750,video,morning,7106
23,Monday,750,video,morning,21378
24,Tuesday,750,video,morning,2043
25,Wednesday,750,video,morning,13357
26,Thursday,750,video,morning,1850
27,Friday,750,video,morning,20169
28,Saturday,750,video,morning,30367
29,Sunday,750,video,morning,10283
30,Monday,750,video,morning,35758
1,Sunday,750,video,morning,11723
2,Monday,750,video,morning,6359
3,Tuesday,750,video,morning,1324
4,Wednesday,750,video,morning,23482
5,Thursday,750,video,morning,6615
6,Friday,750,video,morning,5283
7,Saturday,750,video,morning,3636
8,Sunday,750,video,morning,468
9,Monday,750,video,morning,2403
10,Tuesday,750,video,morning,8222
11,Wednesday,750,video,morning,10996
12,Thursday,750,video,morning,31645
13,Friday,750,video,morning,7633
14,Saturday,750,video,morning,21447
15,Sunday,750,video,morning,22793
16,Monday,750,video,morning,45372
17,Tuesday,750,video,morning,112788
18,Wednesday,750,video,morning,22377
19,Thursday,750,video,morning,47109
20,Friday,750,video,morning,1753
21,Saturday,750,video,morning,56037
22,Sunday,750,video,morning,1067
23,Monday,750,video,morning,29894
24,Tuesday,750,video,morning,16781
25,Wednesday,750,video,morning,4590
26,Thursday,750,video,morning,40388
27,Friday,750,video,morning,6379
28,Saturday,750,video,morning,10621
29,Sunday,750,video,morning,35731
30,Monday,750,video,morning,8110
1,Sunday,750,video,morning,33388
2,Monday,750,video,morning,585
3,Tuesday,750,video,morning,21549
4,Wednesday,750,video,morning,12999
5,Thursday,750,video,morning,2890
6,Friday,750,video,morning,5391
7,Saturday,750,video,morning,10695
8,Sunday,750,video,morning,1164
9,Monday,750,video,morning,3493
10,Tuesday,750,video,morning,297
11,Wednesday,750,video,morning,1337
12,Thursday,750,video,morning,11075
13,Friday,750,video,morning,34716
14,Saturday,750,video,morning,8064
15,Sunday,750,video,morning,27153
16,Monday,750,video,morning,16943
17,Tuesday,750,video,morning,23124
18,Wednesday,750,video,morning,51294
19,Thursday,750,video,morning,50074
20,Friday,750,video,morning,29746
21,Saturday,750,video,morning,5427
22,Sunday,750,video,morning,24638
23,Monday,750,video,morning,1405
24,Tuesday,750,video,morning,2215
25,Wednesday,750,video,morning,37213
26,Thursday,750,video,morning,27163
27,Friday,750,video,morning,3308
28,Saturday,750,video,morning,10375
29,Sunday,750,video,morning,31638
30,Monday,750,video,morning,12814
1,Sunday,750,video,morning,8123
2,Monday,750,video,morning,5666
3,Tuesday,750,video,morning,94572
4,Wednesday,750,video,morning,7178
5,Thursday,750,video,morning,32349
6,Friday,750,video,morning,3078
7,Saturday,750,video,morning,2977
8,Sunday,750,video,morning,69829
9,Monday,750,video,morning,12661
10,Tuesday,750,video,morning,25547
11,Wednesday,750,video,morning,13048
12,Thursday,750,video,morning,8983
13,Friday,750,video,morning,34518
14,Saturday,750,video,morning,7399
15,Sunday,750,video,morning,12205
16,Monday,750,video,morning,8488
17,Tuesday,750,video,morning,14511
18,Wednesday,750,video,morning,14614
19,Thursday,750,video,morning,1035
20,Friday,750,video,morning,31771
21,Saturday,750,video,morning,2961
22,Sunday,750,video,morning,33748
23,Monday,750,video,morning,1980
24,Tuesday,750,video,morning,17906
25,Wednesday,750,video,morning,20833
26,Thursday,750,video,morning,12792
27,Friday,750,video,morning,23
28,Saturday,750,video,morning,22743
29,Sunday,750,video,morning,9973
30,Monday,750,video,morning,10634
1,Sunday,750,video,morning,11476
2,Monday,750,video,morning,20937
3,Tuesday,750,video,morning,1337
4,Wednesday,750,video,morning,2260
5,Thursday,750,video,morning,4307
6,Friday,750,video,morning,1911
7,Saturday,750,video,morning,56737
8,Sunday,750,video,morning,8166
9,Monday,750,video,morning,2766
10,Tuesday,750,video,morning,5371
11,Wednesday,750,video,morning,40593
12,Thursday,750,video,morning,15517
13,Friday,750,video,morning,38548
14,Saturday,750,video,morning,4737
15,Sunday,750,video,morning,37207
16,Monday,750,video,morning,11129
17,Tuesday,750,video,morning,94822
18,Wednesday,750,video,morning,55656
19,Thursday,750,video,morning,1900
20,Friday,750,video,morning,5554
21,Saturday,750,video,morning,29629
22,Sunday,750,video,morning,16234
23,Monday,750,video,morning,1848
24,Tuesday,750,video,morning,4275
25,Wednesday,750,video,morning,22818
26,Thursday,750,video,morning,1413
27,Friday,750,video,morning,11332
28,Saturday,750,video,morning,183
29,Sunday,750,video,morning,28366
30,Monday,750,video,morning,3702
1,Sunday,750,video,morning,18518
2,Monday,750,video,morning,17109
3,Tuesday,750,video,morning,11507
4,Wednesday,750,video,morning,714
5,Thursday,750,video,morning,10281
6,Friday,750,video,morning,4449
7,Saturday,750,video,morning,6019
8,Sunday,750,video,morning,4163
9,Monday,750,video,morning,3771
10,Tuesday,750,video,morning,14378
11,Wednesday,750,video,morning,6391
12,Thursday,750,video,morning,19269
13,Friday,750,video,morning,9637
14,Saturday,750,video,morning,4557
15,Sunday,750,video,morning,13316
16,Monday,750,video,morning,27361
17,Tuesday,750,video,morning,27972
18,Wednesday,750,video,morning,14985
19,Thursday,750,video,morning,18603
20,Friday,750,video,morning,10625
21,Saturday,750,video,morning,9937
22,Sunday,750,video,morning,7813
23,Monday,750,video,morning,3007
24,Tuesday,750,video,morning,12648
25,Wednesday,750,video,morning,3459
26,Thursday,750,video,morning,2802
27,Friday,750,video,morning,3630
28,Saturday,750,video,morning,30652
29,Sunday,750,video,morning,6195
30,Monday,750,video,morning,7029
1,Sunday,750,video,morning,94784
2,Monday,750,video,morning,55224
3,Tuesday,750,video,morning,2435
4,Wednesday,750,video,morning,17172
5,Thursday,750,video,morning,48873
6,Friday,750,video,morning,1440
7,Saturday,750,video,morning,66834
8,Sunday,750,video,morning,18291
9,Monday,750,video,morning,2322
10,Tuesday,750,video,morning,27387
11,Wednesday,750,video,morning,14016
12,Thursday,750,video,morning,20453
13,Friday,750,video,morning,47041
14,Saturday,750,video,morning,20170
15,Sunday,750,video,morning,60134
16,Monday,750,video,morning,26523
17,Tuesday,750,video,morning,57362
18,Wednesday,750,video,morning,1524
19,Thursday,750,video,morning,493
20,Friday,750,video,morning,8445
21,Saturday,750,video,morning,21956
22,Sunday,750,video,morning,12859
23,Monday,750,video,morning,9252
24,Tuesday,750,video,morning,2289
25,Wednesday,750,video,morning,11475
26,Thursday,750,video,morning,25182
27,Friday,750,video,morning,34097
28,Saturday,750,video,morning,20404
29,Sunday,750,video,morning,8130
30,Monday,750,video,morning,6723
1,Sunday,750,video,morning,3180
2,Monday,750,video,morning,8587
3,Tuesday,750,video,morning,5457
4,Wednesday,750,video,morning,19882
5,Thursday,750,video,morning,19958
6,Friday,750,video,morning,3196
7,Saturday,750,video,morning,1602
8,Sunday,750,video,morning,19317
9,Monday,750,video,morning,56718
10,Tuesday,750,video,morning,8523
11,Wednesday,750,video,morning,792
12,Thursday,750,video,morning,6026
13,Friday,750,video,morning,26676
14,Saturday,750,video,morning,1515
15,Sunday,750,video,morning,20034
16,Monday,750,video,morning,3675
17,Tuesday,750,video,morning,17265
18,Wednesday,750,video,morning,293
19,Thursday,750,video,morning,3711
20,Friday,750,video,morning,8037
21,Saturday,750,video,morning,26226
22,Sunday,750,video,morning,6361
23,Monday,750,video,morning,13030
24,Tuesday,750,video,morning,1983
25,Wednesday,750,video,morning,10780
26,Thursday,750,video,morning,1812
27,Friday,750,video,morning,680
28,Saturday,750,video,morning,48844
29,Sunday,750,video,morning,51318
30,Monday,750,video,morning,12004
1,Sunday,750,video,morning,34542
2,Monday,750,video,morning,20977
3,Tuesday,750,video,morning,15570
4,Wednesday,750,video,morning,9077
5,Thursday,750,video,morning,26814
6,Friday,750,video,morning,17985
7,Saturday,750,video,morning,28809
8,Sunday,750,video,morning,7669
9,Monday,750,video,morning,32680
10,Tuesday,750,video,morning,23792
11,Wednesday,750,video,morning,19170
12,Thursday,750,video,morning,13170
13,Friday,750,video,morning,739
14,Saturday,750,video,morning,13894
15,Sunday,750,video,morning,14092
16,Monday,750,video,morning,49341
17,Tuesday,750,video,morning,19483
18,Wednesday,750,video,morning,15931
19,Thursday,750,video,morning,24678
20,Friday,750,video,morning,21839
21,Saturday,750,video,morning,10719
22,Sunday,750,video,morning,33850
23,Monday,750,video,morning,36729
24,Tuesday,750,video,morning,18968
25,Wednesday,750,video,morning,630
26,Thursday,750,video,morning,11041
27,Friday,750,video,morning,1969
28,Saturday,750,video,morning,766
29,Sunday,750,video,morning,22762
30,Monday,750,video,morning,2750
1,Sunday,1000,poll,afternoon,52230
2,Monday,1000,poll,afternoon,11442
3,Tuesday,1000,poll,afternoon,14959
4,Wednesday,1000,poll,afternoon,3070
5,Thursday,1000,poll,afternoon,26697
6,Friday,1000,poll,afternoon,599
7,Saturday,1000,poll,afternoon,24571
8,Sunday,1000,poll,afternoon,3423
9,Monday,1000,poll,afternoon,3423
10,Tuesday,1000,poll,afternoon,8796
11,Wednesday,1000,poll,afternoon,21115
12,Thursday,1000,poll,afternoon,19175
13,Friday,1000,poll,afternoon,662
14,Saturday,1000,poll,afternoon,7462
15,Sunday,1000,poll,afternoon,16210
16,Monday,1000,poll,afternoon,9115
17,Tuesday,1000,poll,afternoon,9423
18,Wednesday,1000,poll,afternoon,11620
19,Thursday,1000,poll,afternoon,27597
20,Friday,1000,poll,afternoon,33093
21,Saturday,1000,poll,afternoon,36482
22,Sunday,1000,poll,afternoon,142567
23,Monday,1000,poll,afternoon,2219
24,Tuesday,1000,poll,afternoon,6579
25,Wednesday,1000,poll,afternoon,12591
26,Thursday,1000,poll,afternoon,5194
27,Friday,1000,poll,afternoon,10080
28,Saturday,1000,poll,afternoon,15991
29,Sunday,1000,poll,afternoon,40908
30,Monday,1000,poll,afternoon,4199
1,Sunday,750,video,morning,6107
2,Monday,750,video,morning,28798
3,Tuesday,750,video,morning,22955
4,Wednesday,750,video,morning,2991
5,Thursday,750,video,morning,41022
6,Friday,750,video,morning,44879
7,Saturday,750,video,morning,1357
8,Sunday,750,video,morning,21070
9,Monday,750,video,morning,16329
10,Tuesday,750,video,morning,24681
11,Wednesday,750,video,morning,5941
12,Thursday,750,video,morning,6026
13,Friday,750,video,morning,84396
14,Saturday,750,video,morning,9932
15,Sunday,750,video,morning,3218
16,Monday,750,video,morning,8593
17,Tuesday,750,video,morning,8146
18,Wednesday,750,video,morning,19841
19,Thursday,750,video,morning,23101
20,Friday,750,video,morning,261
21,Saturday,750,video,morning,41988
22,Sunday,750,video,morning,40077
23,Monday,750,video,morning,6534
24,Tuesday,750,video,morning,11077
25,Wednesday,750,video,morning,6552
26,Thursday,750,video,morning,10143
27,Friday,750,video,morning,10891
28,Saturday,750,video,morning,37436
29,Sunday,750,video,morning,32781
30,Monday,750,video,morning,67672
1,Sunday,750,video,morning,15017
2,Monday,750,video,morning,4413
3,Tuesday,750,video,morning,16482
4,Wednesday,750,video,morning,53622
5,Thursday,750,video,morning,34092
6,Friday,750,video,morning,14401
7,Saturday,750,video,morning,16583
8,Sunday,750,video,morning,2926
9,Monday,750,video,morning,17681
10,Tuesday,750,video,morning,24937
11,Wednesday,750,video,morning,12985
12,Thursday,750,video,morning,30573
13,Friday,750,video,morning,48474
14,Saturday,750,video,morning,18952
15,Sunday,750,video,morning,8591
16,Monday,750,video,morning,3418
17,Tuesday,750,video,morning,2097
18,Wednesday,750,video,morning,12871
19,Thursday,750,video,morning,45977
20,Friday,750,video,morning,18991
21,Saturday,750,video,morning,54900
22,Sunday,750,video,morning,9126
23,Monday,750,video,morning,907
24,Tuesday,750,video,morning,4312
25,Wednesday,750,video,morning,6730
26,Thursday,750,video,morning,48414
27,Friday,750,video,morning,9525
28,Saturday,750,video,morning,47142
29,Sunday,750,video,morning,11732
30,Monday,750,video,morning,1665
1,Sunday,750,video,morning,14306
2,Monday,750,video,morning,43178
3,Tuesday,750,video,morning,657
4,Wednesday,750,video,morning,17449
5,Thursday,750,video,morning,181
6,Friday,750,video,morning,76089
7,Saturday,750,video,morning,20896
8,Sunday,750,video,morning,8524
9,Monday,750,video,morning,4582
10,Tuesday,750,video,morning,28022
11,Wednesday,750,video,morning,18136
12,Thursday,750,video,morning,7216
13,Friday,750,video,morning,10924
14,Saturday,750,video,morning,2541
15,Sunday,750,video,morning,3274
16,Monday,750,video,morning,28459
17,Tuesday,750,video,morning,10467
18,Wednesday,750,video,morning,15895
19,Thursday,750,video,morning,66648
20,Friday,750,video,morning,3214
21,Saturday,750,video,morning,42094
22,Sunday,750,video,morning,49071
23,Monday,750,video,morning,38332
24,Tuesday,750,video,morning,13647
25,Wednesday,750,video,morning,33726
26,Thursday,750,video,morning,7241
27,Friday,750,video,morning,2147
28,Saturday,750,video,morning,6285
29,Sunday,750,video,morning,4224
30,Monday,750,video,morning,48925
1,Sunday,750,video,morning,22986
2,Monday,750,video,morning,1956
3,Tuesday,750,video,morning,7115
4,Wednesday,750,video,morning,6768
5,Thursday,750,video,morning,2219
6,Friday,750,video,morning,538
7,Saturday,750,video,morning,9401
8,Sunday,750,video,morning,8744
9,Monday,750,video,morning,1566
10,Tuesday,750,video,morning,9133
11,Wednesday,750,video,morning,53240
12,Thursday,750,video,morning,2352
13,Friday,750,video,morning,4703
14,Saturday,750,video,morning,23020
15,Sunday,750,video,morning,5947
16,Monday,750,video,morning,52293
17,Tuesday,750,video,morning,24969
18,Wednesday,750,video,morning,11536
19,Thursday,750,video,morning,7255
20,Friday,750,video,morning,42597
21,Saturday,750,video,morning,21891
22,Sunday,750,video,morning,41367
23,Monday,750,video,morning,26371
24,Tuesday,750,video,morning,6449
25,Wednesday,750,video,morning,9676
26,Thursday,750,video,morning,13789
27,Friday,750,video,morning,3285
28,Saturday,750,video,morning,5306
29,Sunday,750,video,morning,25612
30,Monday,750,video,morning,2496
1,Sunday,750,image,evening,88519
2,Monday,750,image,evening,16204
3,Tuesday,750,image,evening,13248
4,Wednesday,750,image,evening,32598
5,Thursday,750,image,evening,82048
6,Friday,750,image,evening,50872
7,Saturday,750,image,evening,14431
8,Sunday,750,image,evening,3541
9,Monday,750,image,evening,8460
10,Tuesday,750,image,evening,58086
11,Wednesday,750,image,evening,113067
12,Thursday,750,image,evening,486
13,Friday,750,image,evening,12240
14,Saturday,750,image,evening,9652
15,Sunday,750,image,evening,153715
16,Monday,750,image,evening,12501
17,Tuesday,750,image,evening,153432
18,Wednesday,750,image,evening,7542
19,Thursday,750,image,evening,21186
20,Friday,750,image,evening,24336
21,Saturday,750,image,evening,169587
22,Sunday,750,image,evening,18778
23,Monday,750,image,evening,26982
24,Tuesday,750,image,evening,35550
25,Wednesday,750,image,evening,58558
26,Thursday,750,image,evening,133528
27,Friday,750,image,evening,2515
28,Saturday,750,image,evening,33930
29,Sunday,750,image,evening,46548
30,Monday,750,image,evening,88555
1,Sunday,750,image,evening,5341
2,Monday,750,image,evening,95463
3,Tuesday,750,image,evening,13239
4,Wednesday,750,image,evening,20173
5,Thursday,750,image,evening,39231
6,Friday,750,image,evening,12928
7,Saturday,750,image,evening,10867
8,Sunday,750,image,evening,56776
9,Monday,750,image,evening,27202
10,Tuesday,750,image,evening,22027
11,Wednesday,750,image,evening,12190
12,Thursday,750,image,evening,43798
13,Friday,750,image,evening,58405
14,Saturday,750,image,evening,17649
15,Sunday,750,image,evening,12577
16,Monday,750,image,evening,45027
17,Tuesday,750,image,evening,89968
18,Wednesday,750,image,evening,2119
19,Thursday,750,image,evening,68863
20,Friday,750,image,evening,25465
21,Saturday,750,image,evening,16776
22,Sunday,750,image,evening,3910
23,Monday,750,image,evening,64642
24,Tuesday,750,image,evening,19273
25,Wednesday,750,image,evening,40837
26,Thursday,750,image,evening,3919
27,Friday,750,image,evening,10165
28,Saturday,750,image,evening,22896
29,Sunday,750,image,evening,180
30,Monday,750,image,evening,81063
1,Sunday,750,image,evening,12262
2,Monday,750,image,evening,13383
3,Tuesday,750,image,evening,63234
4,Wednesday,750,image,evening,20515
5,Thursday,750,image,evening,18765
6,Friday,750,image,evening,10201
7,Saturday,750,image,evening,48280
8,Sunday,750,image,evening,124699
9,Monday,750,image,evening,387
10,Tuesday,750,image,evening,11236
11,Wednesday,750,image,evening,77382
12,Thursday,750,image,evening,45121
13,Friday,750,image,evening,5800
14,Saturday,750,image,evening,20376
15,Sunday,750,image,evening,35158
16,Monday,750,image,evening,4684
17,Tuesday,750,image,evening,1498
18,Wednesday,750,image,evening,26712
19,Thursday,750,image,evening,3888
20,Friday,750,image,evening,26788
21,Saturday,750,image,evening,61429
22,Sunday,750,image,evening,37030
23,Monday,750,image,evening,22000
24,Tuesday,750,image,evening,3744
25,Wednesday,750,image,evening,29997
26,Thursday,750,image,evening,2200
27,Friday,750,image,evening,110992
28,Saturday,750,image,evening,1863
29,Sunday,750,image,evening,69376
30,Monday,750,image,evening,79398
1,Sunday,750,image,evening,1516
2,Monday,750,image,evening,36535
3,Tuesday,750,image,evening,31941
4,Wednesday,750,image,evening,94050
5,Thursday,750,image,evening,199813
6,Friday,750,image,evening,39316
7,Saturday,750,image,evening,49968
8,Sunday,750,image,evening,118737
9,Monday,750,image,evening,26685
10,Tuesday,750,image,evening,39024
11,Wednesday,750,image,evening,54063
12,Thursday,750,image,evening,32112
13,Friday,750,image,evening,81796
14,Saturday,750,image,evening,985
15,Sunday,750,image,evening,40909
16,Monday,750,image,evening,14323
17,Tuesday,750,image,evening,55593
18,Wednesday,750,image,evening,26986
19,Thursday,750,image,evening,95602
20,Friday,750,image,evening,134136
21,Saturday,750,image,evening,2029
22,Sunday,750,image,evening,19611
23,Monday,750,image,evening,39915
24,Tuesday,750,image,evening,174600
25,Wednesday,750,image,evening,20425
26,Thursday,750,image,evening,34776
27,Friday,750,image,evening,16452
28,Saturday,750,image,evening,41913
29,Sunday,750,image,evening,6079
30,Monday,750,image,evening,11601
1,Sunday,750,image,evening,6691
2,Monday,750,image,evening,21996
3,Tuesday,750,image,evening,154219
4,Wednesday,750,image,evening,33304
5,Thursday,750,image,evening,62010
6,Friday,750,image,evening,88231
7,Saturday,750,image,evening,5319
8,Sunday,750,image,evening,44437
9,Monday,750,image,evening,12307
10,Tuesday,750,image,evening,47578
11,Wednesday,750,image,evening,26280
12,Thursday,750,image,evening,54063
13,Friday,750,image,evening,21937
14,Saturday,750,image,evening,25425
15,Sunday,750,image,evening,126571
16,Monday,750,image,evening,5679
17,Tuesday,750,image,evening,65209
18,Wednesday,750,image,evening,18193
19,Thursday,750,image,evening,43596
20,Friday,750,image,evening,24349
21,Saturday,750,image,evening,11200
22,Sunday,750,image,evening,90549
23,Monday,750,image,evening,35793
24,Tuesday,750,image,evening,74317
25,Wednesday,750,image,evening,17284
26,Thursday,750,image,evening,5130
27,Friday,750,image,evening,144918
28,Saturday,750,image,evening,1453
29,Sunday,750,image,evening,80635
30,Monday,750,image,evening,73044
1,Sunday,750,image,evening,7897
2,Monday,750,image,evening,25470
3,Tuesday,750,image,evening,7267
4,Wednesday,750,image,evening,49342
5,Thursday,750,image,evening,10251
6,Friday,750,image,evening,97137
7,Saturday,750,image,evening,7542
8,Sunday,750,image,evening,141633
9,Monday,750,image,evening,56047
10,Tuesday,750,image,evening,45333
11,Wednesday,750,image,evening,56614
12,Thursday,750,image,evening,17658
13,Friday,750,image,evening,70420
14,Saturday,750,image,evening,6664
15,Sunday,750,image,evening,3361
16,Monday,750,image,evening,112459
17,Tuesday,750,image,evening,11659
18,Wednesday,750,image,evening,28773
19,Thursday,750,image,evening,37971
20,Friday,750,image,evening,3312
21,Saturday,750,image,evening,44190
22,Sunday,750,image,evening,85567
23,Monday,750,image,evening,12046
24,Tuesday,750,image,evening,67585
25,Wednesday,750,image,evening,80595
26,Thursday,750,image,evening,125356
27,Friday,750,image,evening,57267
28,Saturday,750,image,evening,11988
29,Sunday,750,image,evening,31342
30,Monday,750,image,evening,55809
1,Sunday,1000,poll,afternoon,59043
2,Monday,1000,poll,afternoon,329
3,Tuesday,1000,poll,afternoon,6121
4,Wednesday,1000,poll,afternoon,16182
5,Thursday,1000,poll,afternoon,21513
6,Friday,1000,poll,afternoon,25484
